2 51.35
3 14.85
4 12.38
5 9.99
6 9.49
7 9.23
8 8.85
9 7.77
10 7.63 
11 3.45
12 2.93
13 2.64
14 2.46
15 2.43
16 2.40
17 2.36
18 2.28
19 2.28
20 2.00
21 1.86
22 1.83
23 1.78
24 1.73
25 1.60
26 1.60
27 1.25
28 1.21
29 1.11
30 1.11
31 1.10
32 1.08
33 1.06
34 1.04
35 1.02
36 1.02
37 0.98
38 0.96
39 0.96
40 0.95
41 0.95
42 0.90
43 0.83
44 0.81
45 0.78
46 0.78
47 0.78
48 0.74
49 0.74
50 0.73
